date,annotated-text,user,id,group,anchor,blank,text
"2018-02-14T00:35:20","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","qosmondw","8Ah4XBEeEeij_bMnqKUHAw","MP67BLk7","","The copy threatens ideas of originality, authorship and ownership that underpin foundational myths","Although this is a true statement. You can also argue that the copy (if done in a fair manner with credit to the original) would bring more conversation to the piece and will be able to further increase it's popularity. Love to hear what other think of this!"
"2018-02-14T00:33:14","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","qosmondw","pItUOhEeEeioQCttASfR7g","MP67BLk7","","Objects are endlessly open and generous and that makes them vulnerable","This is something cool here! What this little quote is essentially saying (from my own understanding) are that since objects are so open and so avaliable for the public to see and interpret, it makes them vulnerable for misuse and misinterpretation."
"2018-02-14T00:31:22","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","qosmondw","YjKCXBEeEeinbQM_UpS4FQ","MP67BLk7","","","I agree, this truly is an interesting concept that not many people think about but it's important to note of course!"
"2018-02-13T23:52:55","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","AwMF1hEZEeiaYLeSXnpH1A","MP67BLk7","","A gate that no longer controls what comes in but as an open doorway out into the world.","I like this idea. Instead of keeping things in (such as the model of Nefertiti that was taken without permission), museums now have the opportunity to give out to the world. Of course, more ethical questions come about thinking about what people can do with the models they gain from the museum.. similar to how Prof. Graham talked about getting students websites to which they can freely use. ""But what if they use the website for xxxxx?"". I believe freedom of expression is important, and we should embrace the use of 3D-models, whatever they may be. Just some food for thought! "
"2018-02-13T23:48:07","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","V1of0BEYEeiJQJN--vnGYQ","MP67BLk7","","The copy in contemporary culture is both despised and feared. It is controlled through legislation precisely because of its radical fertility, because it threatens ideas of originality, authorship and ownership that underpin foundational myths and economic systems of culture.","This reminds me slightly of remixes of songs. For example, All Along The Watchtower is best known by Jimmy Hendrix; however, originally by Bob Dylan. Did Dylan feel like he lost that piece of originality? Nope, instead he felt the opposite. He felt like he gave something that was 'perfected', and he seemed quite pleased that someone was able to take what he made and make it better.   https://www.quora.com/What-did-Bob-Dylan-say-after-he-heard-Jimi-Hendrixs-version-of-All-Along-the-Watchtower .   This quote further shows my point, that Hendrix was able to remix something and take it one step further. "
"2018-02-13T23:43:32","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","s4s8LBEXEeiCstu3wajrLA","MP67BLk7","","","Thats the beauty of copying/remixing, the limit is only imagination. A simple piece of something can be altered, shaped, mashed, etc. any number of times. Different meanings appear each time, so remixing is an art-form in itself. "
"2018-02-13T23:29:25","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","ulhb1hEVEeiDiTvat6S7Xg","MP67BLk7","","","Love this quote because its so true. Always have to be mindful of it when dealing with history"
"2018-02-13T23:28:09","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","jXPRShEVEeicXJs3qkhn1g","MP67BLk7","ethics","the loot acquired by Colonial and Imperial pasts, displayed as the height of culture as if innocent of the deals, crimes or other forces that swept up antiquity.","I believe this brings up a great point. Similar to past talks we've had, a physical object you interact with may have more meaning; therefore, how does translating the feeling (in this case, the issues revolve around looting) conserve that negative aspect? Does it at all? Or has conserving the model washed away the guilt."
"2018-02-13T23:24:17","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","scellerington","ArxuuBEVEeifuH_ppBwrgA","MP67BLk7","","Think of the conservation studio like a cross between an emergency room and a medieval workshop.","The idea of an emergency room makes it sound like we're trying to 'save' something. Does it need saving? The medieval workshop is proper because I believe the tools we use are still pretty basic for conservation. "
"2018-02-13T21:50:30","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","6ONlWBEHEeiTHKud2gqCtA","MP67BLk7","remix","Digital replication allows here a way to intersect forms of culture, knowledge and material to create something that is both deeply ancient (in its form) and modern (in its surface finish).","Goes back to the idea of remixing, where you can take something that has been old, and adding something new to it, turning it into something that is completely different."
"2018-02-13T21:44:16","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","ChhLfBEHEeirH-MIsbAk-w","MP67BLk7","worried","This effort to reconstitute physicality from documentation is also an effort to retain and reconstruct knowledge.","You can also look at how the people now get to choose what pieces they may reconstruct, therefore changing the history which we may know for future generations."
"2018-02-13T21:40:56","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","kyEERhEGEeiE-qef7BAepg","MP67BLk7","casts","What of the rights of objects themselves? How, where and to whom they like to be shown?","To get a bit more incite on this we could look at the casts of the dead bodies done that were made in Pompeii, and whether these people would have wanted their bodies, or the casts of their bodies to end up in a museum."
"2018-02-13T21:39:14","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","Vd_TjBEGEeiGIEuRfD-YTA","MP67BLk7","","he narrative of ""the victors"" as Churchill put it","""History is written by the victors"""
"2018-02-13T21:38:16","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","M5zAlhEGEeiyuc9LEGeIbw","MP67BLk7","","They are displays not only of the objects they claim to display but also of the mechanisms of that institution","This is intriguing, because to look at an object this way, it would give it 2 stories, one of what the object was and the other of how it was attained, though people dont always like to talk about how certain artifacts were found."
"2018-02-13T21:34:58","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MarkyMarc","vboVmhEFEeiauUcVztTasA","MP67BLk7","interesting","Or more exactly, it is the site of intersection for ideas about the past, framed within the morality and ideology of the present","This is a really interesting way to look at this, i have never thought about it in those terms before"
"2018-02-13T19:54:35","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","MattHardy","mxk2ZBD3EeiKC2vPbhq7Ww","MP67BLk7",""," Copying – from one culture to another, from one architect to another – is an act that has always been intrinsic to manufacturing a contemporary architectural culture.","This is definitely not an absolute fact, there has been countless examples of architecture that has been completely original in design. "
"2018-02-13T02:00:14","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","ob2GHhBhEeiEtTvftPdc1Q","MP67BLk7","","John Ruskin","His ""The Stones Of Venice"" makes a good companion to a lot of this reading, for anyone interested."
"2018-02-13T01:59:06","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","eQDvVBBhEei8GGcPBzRiFg","MP67BLk7","","a productive relationship with the culture of the copy","I feel like this question was already answered in what I hear of as architecture's ""postmodern"" phase, in which older elements were often ""mashed up"" with newer designs to create buildings that put different times and spaces in dialogue. The success of this, of course, will probably depend on who you ask and what you think it was trying to achieve..."
"2018-02-13T01:56:42","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","I2X6ihBhEeifc6fsc7CwYw","MP67BLk7","","cornu copiae","This again, from the core concept readings..."
"2018-02-13T01:56:01","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","Cw1kMhBhEeiBEOvXGm2nCA","MP67BLk7","","It's not what you steal, its the way that you steal it","Very important point. I find it easiest to imagine when I bring it back to music, in the sense of hip-hop and remixes. Trip-hop artist Tricky and modern pop singer Alessia Cara have both created songs based heavily around the same sample of an old Isaac Hayes song, but their contexts lend it entirely different feelings for each of their songs."
"2018-02-13T01:53:46","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","uo1L0BBgEeiXn7P6JjWY-A","MP67BLk7","","Renaissance copying antiquity","I remember reading somewhere something about the monks of Medieval times copying ancient texts, but also adding their own comments in the margins, some of which came to be included in later editions if they were deemed interesting enough. Also, all of these things could be potentially thought of as ""remixes""."
"2018-02-13T01:50:25","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","Qsv_uhBgEeiCwEvmpfCsng","MP67BLk7","","record both their own existence and their own destruction","I can't honestly claim to be able to situate this in the framework we previously covered to do with the permeability/permanence of objects, but it strikes me as something someone could try and classify as such, if they were interested."
"2018-02-13T01:47:11","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","zwlvwhBfEei2rGMe4Bbcuw","MP67BLk7","","remade and reimagined","One thing that strikes me about the possibility of altering copies of objects once they're digitized is that I believe it does actually have potential to threaten the ""supremacy of the original"". A sort of ""thought experiment"" for this: if we digitize ancient marble statues and ""restore"" their painted colours in subsequent copies (like 3D-printed models), then teach future generations that these coloured versions are closer to what the statues would have looked like in their original contexts, what reason would the new generation have to value the older marble versions more? They would now appear less accurate to them, and the status of their ""originality"" might disappear from the public eye over time."
"2018-02-12T22:39:48","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","obtiTBBFEei-66N5KGYrWg","MP67BLk7","","All museums are political forces themselves","They are all formed with specific motivations as to what to preserve, why and for what purposes. Shawn covered a similar angle in class on the uses of plaster cast collections for art/history education in Europe."
"2018-02-12T22:37:09","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","KurtGrunsky","QqWmChBFEeioQqc3iBrJow","MP67BLk7","","","I also think the use of the word ""activate"" is really interesting here. Tied to your comment on the ownership of the artifact, it's seen as something ""static"" and unchanging within the museum as long as it is the property of that particular place. But allowing it to be subject to ""change"" through this scanning can potentially destabilize both notions of ownership and of an essential ""static nature""."
"2018-02-11T22:52:25","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","Alexismk","Om-jXg9-EeiPntt-i_gjGA","MP67BLk7","","More recently, the studio has been exploring the potential of 3D scanning to produce 'replicas' that explore potentials of new, post-digital forms of authenticity. ","I think the ability to be able too see an artifact in different forms or see it reconstructed can potentially offer historians valuable information. The edges of broken pottery shards can tell us how pot was fired, while a full reconstruction can show us how the pot was used and for what. "
"2018-02-11T22:37:04","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","Alexismk","Fc_RLg98EeilXJttK0kEhQ","MP67BLk7","","They and their volunteers use existing photography of sites and objects as datasets from which 3D forms can be calculated. The models are then uploaded and made available.","As we have discussed, even technology cannot be relied upon to be permanent. While archaeologists can recreate artifacts and sites digitally to preserve them, they must also be aware of the programs they are using and keep them up  to date, because one day the software company they are using might go  under and all of their preservation may be lost. "
"2018-02-11T22:32:38","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","Alexismk","Ylurgg96EeiWiiv52YST5A","MP67BLk7","ownership, ethics"," was ""found"" by an expedition of the Deutsche Orient-Gesellschaft (DOG) in 1912 at Amarna, Egypt. The DOG was founded, and funded, by Kaiser Wilhelm II to ""acquire"" knowledge and artefacts of the Biblical lands for Prussia.","This not a unique issue either. for quite some time there has been ongoing debate about which countries should ""own"" a historical artifact, the one it was found in or the country that funded the dig. the most famous and debated issue of this sort are about the Elgin marbles (sculptures from the Parthenon). while the were recovered and brought back to England more than 2 centuries ago and have remained in the UK since, there has been notable push back to have them returned to their rightful place in Athens. This is a popular example although I'm sure there are an abundance of cases just like it. It Makes you question how ethically some of the worlds most famous artifact were discovered and displayed. "
"2018-02-11T22:32:19","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/","Alexismk","cfSUnA95EeiB-D-DBqe1OA","MP67BLk7","ownership","The artists explain: ""With the data leak as a part of this counter narrative, we want to activate the artefact, to inspire a critical re-assessment of today's conditions and to overcome the colonial notion of possession in Germany"".","It seems like the artists are reclaiming this bust's history and autonomy. By being in a German museum, the bust is already  removed from its native context and country, and the way in which it was acquired in the first place is questionable. But by releasing the 3D data of the bust, its rejects the notion of ownership in regards to historical artifacts. "
"2018-02-14T13:58:43","https://twitter.com/kyalbr/status/963006419141308417","jacqueline.lee","KzLTMBGPEeiygct3L6013w","MP67BLk7","","","I thought of this Twitter thread when doing today's reading (Sam Jacob article), particularly when I got to this quote: ""The power of owning objects, of displaying them, is the power over cultural narrative, the narrative of ""the victors"" as Churchill put it."""
"2018-02-12T16:59:05","https://shawngraham.github.io/hist3812w18/schedule/","santanabellantoni","CKd5dhAWEeiAxt_5e2LbQA","MP67BLk7","","https://www.dezeen.com/2016/02/25/sam-jacob-opinion-column-copying-conservation-contemporary-culture-queen-other-nefertiti/   ","This reminds me of many of the busts I saw at the Art Institute of Chicago. Here is an example: ![](http://www.artic.edu/aic/collections/artwork/135997?search_no=5&index=40)"
"2018-02-01T21:13:14","https://shawngraham.github.io/hist3812w18/schedule/","Mitchellmcgregor","txm0QAeUEeid_6u6X0lERA","MP67BLk7","Wonderful, Worrying","THIS PHRASE",""
"2018-01-17T16:35:32","https://shawngraham.github.io/hist3812w18/schedule/","aaronsaravs","b90_7vukEee3_kPp2e8vnA","MP67BLk7","","Annotate THIS PHRASE within the group to show you can do it.","The class looks like it's gonna be a blast of fun, and new learning experiences. It's also not what I expected at all, I was expecting a history class on digital things, not the other way around. pleasantly surprised!"
"2018-01-15T16:44:45","https://shawngraham.github.io/hist3812w18/schedule/","rileyweymann","ZNN8rvoTEeebYuNewGskAQ","MP67BLk7","","THIS PHRASE","Consider THIS PHRASE annotated."
"2018-01-15T15:11:47","https://shawngraham.github.io/hist3812w18/schedule/","RobertOles","Z_QwNPoGEeeWM78gZyEqwQ","MP67BLk7","Weird, Wonderful, Worrying","THIS PHRASE","I am looking forward to exploring how my understanding of history can be challenged"
"2018-01-15T14:12:56","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","L2O3Vvn-EeefouPN_6tvFg","MP67BLk7","","","for this exercise, it was just about figuring out how to use the hypothesis service - which you can do! So now, as you read (whether 'official' readings or tutorials or whatever) you can leave comments to yourself, engage with your peers, mark up the text as you see fit... click where it says 'hist3812w2018' on an annotation, and you can see what everyone else is up to..."
"2018-01-15T14:11:31","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","_IT_evn9EeeLjj_zqQkTWw","MP67BLk7","","","it's all an experiment, right? document everything."
"2018-01-15T14:11:03","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","6_VJOvn9EeeOQL-pzIbVfQ","MP67BLk7","","","ah, but you figured it out!"
"2018-01-15T14:10:51","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","5IbJdvn9EeeOP2sXRTcGtQ","MP67BLk7","","","y'only missed the one class, which was all about the philosophy of the course. read through this site, and the core philosophy papers, and you'll be fine."
"2018-01-14T22:47:51","https://shawngraham.github.io/hist3812w18/schedule/","KurtGrunsky","810dAPl8EeeFIwc40GAFYA","MP67BLk7","Wonderful, Worrying","THIS PHRASE","Combining studies in archiving, history and philosophy is an interesting prospect to me, and it might even be relevant to my later plan to go on to a Masters in Library/Information Science. My main concern is that I've started this course a little late since I dropped another one in favor of it, so I have a bit of catching up to do!"
"2018-01-14T20:54:54","https://shawngraham.github.io/hist3812w18/schedule/","DannyJKJ","LEoXIvltEeeUBYtoZZt2KQ","MP67BLk7","weird, wonderful, worrying","THIS PHRASE","Well that took a while to figure out.... "
"2018-01-10T23:51:58","https://shawngraham.github.io/hist3812w18/schedule/","allisonk100","PtPCivZhEee-STPBWowMEw","MP67BLk7","wonderful","If you’re not a Carleton U student, but interested in this course material nevertheless, please do feel free to follow along and to engage in your own adventure in critical making on your own blog. Ping us with updates so we can learn with you!","👍👍👍"
"2018-01-10T23:44:24","https://shawngraham.github.io/hist3812w18/schedule/","allisonk100","MCnw1PZgEee-SMMaa3su2g","MP67BLk7","wonderful, worrying","THIS PHRASE","I am worried because I don't know what I should write here.  But I look forward to participating and thinking! "
"2018-01-10T22:37:25","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","1IOsGvZWEee_yAeezuuWSw","MP67BLk7","","","but look at you, you're already using an annotation layer on the open web! you can do this, you can do everything else!"
"2018-01-10T22:36:14","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","qmvwpPZWEee-RHf7uw4_zQ","MP67BLk7","","","no, you're doing great!"
"2018-01-10T17:38:30","https://shawngraham.github.io/hist3812w18/schedule/","mattfenerty","Es9MuvYtEeeX419rlE4u9w","MP67BLk7","Weird, Wonderful, Worrying, Go team!","Annotate THIS PHRASE within the group to show you can do it.","""I think I finally figured this thing out!"" he said, lying through his teeth."
"2018-01-10T17:23:55","https://shawngraham.github.io/hist3812w18/schedule/","santanabellantoni","COFU6PYrEeejt1t9GKoMXQ","MP67BLk7","weird, wonderful, worrying","THIS PHRASE","I'm intrigued with this course, and new ways of learning. I like the idea of experiments and going through a process, despite the outcome. I'm worried that I won't be able to use some of the digital tools, because I am not entirely tech-savvy. I hope to create new things and make mistakes I can learn from as I go along in this class. Can't wait to 3D print!!! "
"2018-01-10T02:37:17","https://shawngraham.github.io/hist3812w18/schedule/","M.Burgstaller","LOLKOPWvEeewUC9LoFjqMQ","MP67BLk7","confused, exciting!, wonderful","THIS PHRASE","I am definitely intrigued and intimidated by this course so far. There is a lack of understanding on my part with regards to the use of the online platforms. I feel that I am slowly getting the hang of it now and I am very exited to become more familiarized with the online tools for this class. Judging from Professor Graham's website and the content of the first lecture, it seems that this course will provide me with a great opportunity to improve many skills that are currently underdeveloped and allow me to look at a very different perspective of history. I am excited for the experience ahead."
"2018-01-10T02:26:30","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","q0XN8PWtEeeO2APeUk1IPQ","MP67BLk7","","","if you check what a lot of museums are up to these days, there is a *lot* of interest in AR, VR, photogrammetry and so on. Check out what they're doing at CSTM!"
"2018-01-10T02:19:33","https://shawngraham.github.io/hist3812w18/schedule/","mrussell","skImhvWsEeefEBeQH4bU2A","MP67BLk7","weird, wonderful, worrying","THIS PHRASE","I'm mostly just interested in what this class was going to be! I had no idea what to expect, but that it might be helpful for a future career in museum work which is what I've been looking into lately. "
"2018-01-09T18:55:09","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","nbVntvVuEeeBNCcbL-mbuQ","MP67BLk7","lifehacks","","You might give this a try - [https://en.wikipedia.org/wiki/Pomodoro_Technique](https://en.wikipedia.org/wiki/Pomodoro_Technique) as a way of keeping things under control"
"2018-01-09T18:54:22","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","gVo9svVuEeettbsscCdwQA","MP67BLk7","","","It's all about the journey, the process, the things that break..."
"2018-01-09T18:54:01","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","dRb8KvVuEeepQ7s_9-0YAg","MP67BLk7","","","And of course, you'll be able to bring what you learned in hist3814 to bear!"
"2018-01-09T18:53:35","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","ZTvS0PVuEeeu4yNdvCcgRQ","MP67BLk7","","","Well, as I told folks on the first day, this course is an experiment and even I am not sure where it'll lead.  That's what makes university fun, right?"
"2018-01-09T18:53:00","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","UI_P-PVuEeeazw-rhEN1oA","MP67BLk7","","","Getting the hang of things - it's the journey that matters here, so as long as you document the ups and downs of getting to grips with all these ideas, you'll be fine!"
"2018-01-09T18:52:17","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","NvEzwPVuEeeb8meBQtKBWg","MP67BLk7","","","You might find it a good idea to schedule time right now for you to work on the various tasks this course requires. I set aside blocks of time every week to write, for instance, or to do emails, or to just futz with new tech... Thought I don't do this, folks tell me it works for them [https://en.wikipedia.org/wiki/Pomodoro_Technique](https://en.wikipedia.org/wiki/Pomodoro_Technique)"
"2018-01-09T18:50:54","https://shawngraham.github.io/hist3812w18/schedule/","shawn.graham","BUcRqvVuEeezeWsGyRjkxg","MP67BLk7","","","There will be a lot of work, I won't lie to you. *But*, it'll be interesting, meaningful work! Work that will push you to think of history in new ways, and you will never look at computers the same way again..."
"2018-01-09T01:19:00","https://shawngraham.github.io/hist3812w18/schedule/","eliseanderson","Ere7SPTbEee1smNGobUXUg","MP67BLk7","weird, wonderful, worrying","THIS PHRASE","I can't wait for this course (even if I forgot to set this up until today #oops). I love history and computer science/programming, so I'm excited to FINALLY be in a course where I get to do both. Technology is awesome, and I wish it were embraced more in history classes. Also anything video game related is great :) My biggest concern is just getting the work done, as I am a huge procrastinator and work irregular hours. In any case, I'm hoping this will be fun and can't wait to learn more!"
"2018-01-08T18:24:00","https://shawngraham.github.io/hist3812w18/schedule/","Harsync","GNlEwvShEeewy4v3fgwMlA","MP67BLk7","weird, wonderful, worrying","THIS PHRASE","Having a history with digital humanities, I am interested in broadening my understand of the digital and electronic realm of digital studies. It'll be interesting to see how the readings will benefit our discussions and in return, affect our projects.  It may be difficult getting a hang of all the tools and resources, but will be a nice learning activity."
"2018-01-08T14:36:24","https://shawngraham.github.io/hist3812w18/schedule/","rachel_johnson","TbUssvSBEee8ef_opLNR4A","MP67BLk7","wonderful","THIS PHRASE","I am very excited for this course! I am really looking forward to learning how to perceive history in new digital ways. I think that the course will challenge me, but I am hopeful that I can adapt."
